# Time-averaged data for fix fxpress
# TimeStep c_computePress[1] c_computePress[2] c_computePress[3] c_computePress[4] c_computePress[5] c_computePress[6]
0 2.60816 1.66356 1.96744 -0.38155 -0.199109 0.0691116
50 2.75697 1.77888 1.73317 -0.32826 -0.0901187 0.0738276
100 2.62169 1.92773 1.6011 -0.447115 -0.132152 -0.0314477
150 2.66346 2.11963 1.91485 -0.471997 0.0376364 -0.0273369
200 2.69872 1.57323 1.69881 -0.495355 0.290986 0.0833279
250 2.77573 1.27713 1.93441 -0.331877 0.230812 0.0010553
300 2.46419 1.4779 1.78627 -0.27215 0.110102 0.0631381
350 2.07168 1.36332 1.70893 -0.440521 -0.0328437 0.144979
400 2.23269 1.36348 1.67588 -0.644877 -0.284817 0.14472
450 2.32868 1.57132 1.72763 -0.635862 -0.0679471 0.0316218
500 2.36701 1.75635 1.69201 -0.511503 0.084375 0.0764228
550 2.8878 1.82032 1.71989 -0.543432 0.0808613 -0.189438
600 3.0027 1.39276 1.06433 -0.35893 0.0268064 0.029823
650 3.25879 1.66564 1.60289 -0.354022 -0.0318759 -0.130804
700 3.21922 1.45728 2.12141 -0.348179 0.0095811 -0.0204547
750 2.65134 1.37832 2.05249 -0.318824 0.133426 -0.0697505
800 2.25725 1.51345 2.04682 -0.564394 -0.0258564 -0.104789
850 2.43923 1.74646 2.02694 -0.53417 0.0172266 -0.0721621
900 2.26517 1.8835 1.92064 -0.458382 0.133593 -0.132651
950 2.2878 1.7506 2.019 -0.356244 0.0287425 0.209868
1000 2.36353 1.62176 1.95046 -0.380483 0.00184438 0.0605887
1050 2.74764 1.61626 1.84736 -0.618253 -0.0832139 -0.212208
1100 2.51654 1.55524 1.48879 -0.544542 0.00717934 0.0684246
1150 2.53809 1.36169 1.75429 -0.391202 -0.192015 -0.0419312
1200 2.52771 1.61367 1.93277 -0.498194 -0.0336686 -0.197125
1250 2.41829 1.6669 1.80323 -0.719032 -0.13363 0.136413
1300 2.34884 1.37974 1.72637 -0.559178 -0.119697 0.0581301
1350 2.42496 1.32864 1.97027 -0.534134 0.0543314 -0.0621339
1400 2.14665 1.31317 1.59932 -0.334674 0.229542 -0.132971
1450 2.46782 1.60662 1.82521 -0.348036 0.180565 -0.333239
1500 2.42398 1.57689 1.74365 -0.475926 0.195228 -0.0611762
1550 2.51394 1.62192 1.67991 -0.489334 0.115767 0.182914
1600 2.60613 1.7996 1.96748 -0.401391 0.0309439 0.0393023
1650 2.76572 1.66992 1.95161 -0.226484 0.128134 -0.0577269
1700 3.08429 2.07283 1.8299 -0.365771 0.138614 0.16215
1750 2.68791 2.15879 1.94752 -0.359179 -0.0308562 0.121668
1800 2.97039 1.86363 2.16515 -0.623431 -0.15353 0.0120723
1850 2.88225 1.7035 1.93688 -0.396665 -0.0658055 0.0102264
1900 3.04845 1.64021 1.62039 -0.398757 0.123659 -0.121774
1950 3.01083 1.79436 1.56092 -0.39688 0.0242198 0.0341677
2000 2.90739 1.77079 1.50056 -0.416902 -0.0394423 -0.0449736
2050 2.66568 1.56257 1.42134 -0.400439 -0.0129782 -0.106262
2100 2.6986 1.75015 1.20268 -0.594971 -0.0416203 -0.0717759
2150 2.63108 1.45831 1.41024 -0.633267 0.193459 -0.0173168
2200 2.4484 1.6017 1.57335 -0.699721 0.194763 -0.089514
2250 2.59547 1.74069 1.97956 -0.682767 -0.0470325 -0.150154
2300 2.47669 1.6235 1.57802 -0.620819 0.018861 -0.0906716
2350 2.46688 1.81961 1.46576 -0.527651 0.088611 -0.135366
2400 2.50017 1.96654 1.52958 -0.508513 0.0719659 -0.154714
2450 2.61253 2.13492 1.66577 -0.536483 0.229828 -0.0518346
2500 2.74773 2.00388 1.59372 -0.545096 0.198592 -0.125168
2550 2.67996 1.89087 1.73375 -0.441333 -0.0836149 -0.134595
2600 2.77007 2.05346 1.55762 -0.235719 -0.19512 -0.211501
2650 3.00502 2.10175 1.57113 -0.395852 -0.0996749 -0.274517
2700 2.7473 1.93947 1.63708 -0.279398 -0.00977483 -0.209246
2750 2.46254 1.97112 1.85802 -0.246541 -0.285242 0.16078
2800 2.52178 2.08342 1.92861 -0.130225 -0.302878 0.0763195
2850 2.57792 1.79299 1.53454 -0.0693034 0.022608 0.0382501
2900 2.92012 1.77042 1.59437 -0.140476 -0.204282 0.00295233
2950 2.69584 1.68393 1.76532 -0.362036 -0.0384271 -0.119836
3000 2.5823 1.83255 1.53329 -0.4721 0.108573 0.0279503
3050 2.62614 1.8362 1.31024 -0.689177 0.293358 0.0622593
3100 2.41595 1.74312 1.40883 -0.711697 0.00504273 0.172512
3150 2.35498 1.97292 1.27446 -0.407823 0.0156033 0.28996
3200 2.684 1.80537 1.77712 -0.336561 -0.0294493 0.243252
3250 2.59121 1.52231 1.80148 -0.366598 0.0418033 0.209156
3300 2.49428 1.47815 1.46221 -0.483605 0.0372267 0.352868
3350 2.65993 1.61524 1.59501 -0.611342 -0.0369399 0.274033
3400 2.71523 1.88578 1.31364 -0.662891 -0.0188939 0.0414551
3450 2.7915 1.6504 1.66321 -0.684498 0.291057 0.270601
3500 2.82298 1.65462 1.67833 -0.551747 0.390762 0.230575
3550 2.74266 1.91746 1.31902 -0.519119 0.10648 -0.0095194
3600 2.66527 1.77656 1.68107 -0.501064 0.0543188 0.025566
3650 2.69179 1.81116 1.74289 -0.572461 0.223814 0.0474021
3700 2.77795 1.58678 1.62073 -0.721729 0.0958494 -0.121783
3750 2.71248 1.59652 1.6483 -0.670383 0.0614417 -0.154241
3800 3.02758 1.41959 1.54769 -0.685743 0.135933 -0.283585
3850 3.33544 1.55414 1.53429 -0.495762 -0.164807 -0.160297
3900 3.01251 1.4574 1.66851 -0.280827 -0.135031 0.110304
3950 2.75139 1.22661 1.68803 -0.247754 -0.0218728 0.36961
4000 2.4031 1.40873 1.71796 -0.48596 -0.0190985 0.243131
4050 2.28499 1.24038 1.56464 -0.651393 -0.0525956 0.147871
4100 2.45911 1.00546 1.62199 -0.480667 0.211865 0.116491
4150 2.10641 1.20821 1.56698 -0.397446 0.207905 -0.0149873
4200 2.17213 1.31672 1.86193 -0.445768 -0.00145797 -0.183449
4250 2.22819 1.34643 1.7942 -0.438833 0.0709028 -0.148198
4300 2.36326 1.477 1.61563 -0.251688 0.0727334 -0.00493403
4350 2.53508 1.61407 1.47759 -0.326344 0.124601 0.0162991
4400 2.85442 1.54178 1.41711 -0.409878 0.117717 0.107352
4450 2.92085 1.89862 1.61591 -0.451039 0.0703044 0.106248
4500 2.91201 1.84819 1.62833 -0.526547 -0.0572578 0.141176
4550 2.66064 1.81102 1.55859 -0.356676 0.0434081 0.14973
4600 2.39887 1.73087 1.56088 -0.609124 -0.044119 -0.108606
4650 2.64528 1.45935 1.96739 -0.443609 0.0786962 -0.253323
4700 2.77008 1.61762 2.00109 -0.402414 0.247581 -0.394947
4750 2.89069 1.59673 1.86787 -0.494709 0.0779886 -0.299814
4800 2.85129 1.66352 1.52766 -0.450084 0.0370593 -0.278907
4850 3.09982 1.74078 1.53412 -0.498201 0.0249639 -0.11143
4900 2.99703 1.88255 1.75697 -0.506903 0.10595 -0.165424
4950 2.7109 1.91041 1.77729 -0.445007 -0.0284404 -0.244739
5000 2.88114 1.86525 1.49318 -0.475625 -0.0818609 0.0767114
5050 3.00787 1.7495 1.9611 -0.46928 0.137551 0.251399
5100 2.59276 1.64816 1.64851 -0.443993 0.0364843 0.070593
5150 2.74088 1.88904 1.76418 -0.491468 -0.14189 -0.136336
5200 2.54297 1.65243 1.5569 -0.369676 -0.0729201 -0.208863
5250 2.46532 1.83445 1.56244 -0.359245 0.0447808 -0.177554
5300 2.42199 1.73898 1.15943 -0.319271 -0.107349 -0.0271556
5350 2.89951 2.02023 1.60787 -0.236104 -0.144499 -0.0327339
5400 2.6222 1.7755 1.9231 -0.490954 0.0757554 0.0710754
5450 2.72405 1.6848 1.79412 -0.724745 0.0400454 0.241331
5500 2.55646 1.65343 1.60302 -0.476637 -0.0439883 0.228651
5550 2.85656 1.62392 1.85321 -0.573409 -0.219482 -0.0509539
5600 2.80185 1.78935 1.93498 -0.778757 -0.309046 -0.0671715
5650 3.05024 1.62952 1.52482 -0.677487 -0.149137 0.0267539
5700 2.88229 1.41098 1.82259 -0.490102 -0.313725 -0.0118905
5750 2.92306 1.71036 1.78573 -0.462267 -0.200146 0.126297
5800 2.8075 1.5934 1.74636 -0.492969 -0.226066 0.0870543
5850 2.84571 1.65816 1.76258 -0.548597 -0.128699 0.14632
5900 2.83083 1.70624 1.85337 -0.288702 -0.0616525 0.0107961
5950 2.59328 1.46191 1.58708 -0.294419 0.0326976 -0.0635548
6000 2.44885 1.39725 1.71296 -0.315185 -0.0220253 0.0144589
6050 2.27087 1.60086 1.53591 -0.4045 0.0339038 -0.15168
6100 2.57182 1.4897 1.57103 -0.268218 0.169826 -0.111693
6150 2.83696 1.40592 1.39862 -0.367126 0.115279 -0.0419583
6200 2.8819 1.57927 1.57184 -0.334454 -0.0329029 -0.175713
6250 2.7808 1.75847 1.61669 -0.332694 -0.0758875 -0.102386
6300 2.82004 1.90281 1.47301 -0.652826 0.00299843 0.0417573
6350 2.76214 2.29318 1.84696 -0.655004 0.0506593 0.0196189
6400 2.81601 2.264 1.91198 -0.686547 0.165374 -0.174915
6450 2.88187 1.83389 1.71354 -0.444634 -0.0939737 -0.0920206
6500 2.66954 1.95762 1.58045 -0.396041 -0.0788369 -0.0441392
6550 2.80273 2.00372 1.71489 -0.261462 0.105977 -0.143606
6600 2.51291 1.66613 1.75245 -0.341213 -0.19915 -0.30045
6650 2.47991 1.42865 1.54247 -0.379925 -0.16424 -0.263217
6700 2.77189 1.59075 1.79221 -0.222249 -0.0311429 -0.164542
6750 2.51766 1.74636 1.89281 -0.0793384 0.078108 -0.0670801
6800 2.62798 1.81459 1.7189 -0.0910134 -0.00217865 -0.0728091
6850 2.80876 1.84875 1.51944 -0.0684708 0.129611 0.124349
6900 2.95435 1.80343 2.07189 -0.0482369 -0.0624742 0.189793
6950 2.73409 1.9031 2.18745 -0.0663078 0.059679 0.192086
7000 2.77885 1.8519 2.31846 -0.111948 0.0405722 -0.0342245
7050 2.81337 1.90864 2.00358 -0.300865 -0.0606732 0.279976
7100 2.63585 2.13092 1.85299 -0.253596 0.0570315 0.0281906
7150 2.31517 2.31554 1.6695 -0.473723 0.0510698 0.0261726
7200 2.14609 1.79375 1.73873 -0.208142 0.0500518 -0.0721611
7250 2.42149 1.85159 1.89879 -0.430005 -0.126544 -0.210731
7300 2.45434 1.64299 1.74581 -0.397885 0.0117466 -0.312428
7350 2.22853 1.66301 1.36205 -0.664111 -0.0566283 -0.158192
7400 2.43371 1.73995 1.29078 -0.561688 -0.105956 -0.335288
7450 2.56175 1.79261 1.62119 -0.554141 -0.318155 -0.10059
7500 2.49125 1.82743 1.28609 -0.534108 -0.267859 -0.101112
7550 2.80406 2.01071 1.30236 -0.502325 -0.156781 0.0174563
7600 2.81879 1.81076 1.16792 -0.460625 0.000934809 -0.0878701
7650 2.65703 1.85835 1.37066 -0.26441 0.0297141 0.0988237
7700 2.21656 1.79579 1.50359 -0.358489 -0.0353308 0.0532843
7750 2.26254 1.94062 1.96077 -0.41337 -0.122234 -0.115933
7800 2.26568 1.79841 2.11125 -0.450405 -0.247573 0.0949706
7850 2.31924 1.87477 2.08461 -0.678752 -0.0451311 0.0149211
7900 2.64884 1.85779 1.82422 -0.640339 0.170602 -0.181304
7950 2.51998 1.7779 1.93988 -0.47662 0.269962 0.0180259
8000 2.79478 2.05056 1.79798 -0.464578 0.082926 -0.084943
8050 2.91822 1.85599 1.68966 -0.540965 0.0671992 -0.160493
8100 2.56608 1.8614 1.91271 -0.352082 -0.00754321 0.201731
8150 2.8655 1.85359 1.83281 -0.595327 -0.158728 0.173277
8200 2.80394 2.18685 1.61064 -0.697125 -0.267331 -0.0808741
8250 2.73334 1.98302 1.53808 -0.506992 -0.145655 -0.126378
8300 2.63529 2.14055 1.14158 -0.503767 -0.110988 -0.0967863
8350 2.77051 1.83195 1.47769 -0.213477 0.0563575 0.023924
8400 2.96606 2.05585 1.67147 -0.487818 0.178069 -0.10158
8450 2.64073 1.89606 1.92756 -0.406256 0.319454 -0.130612
8500 2.64477 1.91045 2.07269 -0.344544 0.0790304 -0.00227486
8550 2.467 1.66663 1.79538 -0.332962 0.0637114 0.000248951
8600 2.8786 1.96879 1.75507 -0.392925 0.103221 -0.076795
8650 3.41003 1.93381 1.74217 -0.463651 0.130517 0.0138041
8700 3.52698 1.90513 1.58259 -0.541843 0.029524 0.154076
8750 3.06361 1.83546 1.59502 -0.609212 0.145463 0.141274
8800 3.04948 1.89384 1.91162 -0.499732 0.170233 0.0715991
8850 2.72426 1.45762 1.78236 -0.36046 0.027552 -0.145487
8900 2.73692 1.36827 2.03664 -0.177291 -0.0574554 -0.105791
8950 2.65585 1.39405 1.52682 -0.301115 0.0668937 -0.0719961
9000 2.70453 1.53575 1.46239 -0.162514 -0.140522 0.0879087
9050 2.74399 1.68113 1.44044 -0.371692 -0.0723255 0.0844056
9100 2.34134 1.61077 1.60025 -0.461157 0.131675 -0.089729
9150 2.31592 1.72105 1.71114 -0.263935 0.250332 -0.0383819
9200 2.77997 1.40956 1.61922 -0.152469 -0.0628161 0.0934524
9250 2.601 1.43778 1.75488 -0.228261 0.0754159 0.00697146
9300 2.38973 1.72314 1.70037 -0.210172 -0.0237254 0.0265214
9350 2.3693 1.48051 1.60023 -0.379858 -0.199011 0.00390924
9400 2.54348 1.55859 1.28335 -0.3192 -0.27861 0.136311
9450 2.5902 1.88398 1.48101 -0.398154 -0.279437 0.199706
9500 2.93566 2.01418 1.37138 -0.526545 -0.233138 -0.0143171
9550 2.85012 1.47386 1.40514 -0.394969 0.0228634 -0.0724679
9600 2.97146 1.5451 1.49261 -0.411785 0.117324 0.0311497
9650 2.56708 1.41203 1.57751 -0.485877 0.0268722 0.00579164
9700 2.67369 1.56551 1.69321 -0.425008 -0.0575655 -0.129679
9750 2.67792 1.78135 1.69863 -0.536847 -0.0423938 -0.246066
9800 2.53987 1.69864 1.30981 -0.665937 -0.0278519 -0.29334
9850 2.78489 2.00396 1.36642 -0.299823 0.0671032 -0.264417
9900 2.78795 1.56525 1.66207 -0.480387 0.163241 -0.296048
9950 2.79391 1.29243 1.45387 -0.493107 0.0606076 -0.26855
10000 2.71247 1.36696 1.66877 -0.451859 0.254435 -0.0689352
10050 2.55655 1.38629 1.88044 -0.456617 0.173129 -0.0920489
10100 2.59443 1.62925 2.03111 -0.379278 0.189989 -0.211097
10150 2.54926 1.40246 1.75002 -0.242396 -0.0531539 -0.13386
10200 2.58831 1.78425 2.13466 -0.23783 0.0785578 0.105627
10250 2.42595 1.56718 2.07571 -0.321344 0.317168 -0.0312462
10300 2.5715 1.60356 1.80775 -0.231647 0.0164943 -0.0519941
10350 2.62365 1.59512 2.0281 -0.0740111 -0.0426215 -0.265253
10400 2.75543 1.2069 1.94454 -0.151582 0.0623241 -0.171309
10450 2.81129 1.50676 1.88829 -0.209081 0.255447 -0.0417566
10500 2.62942 1.50263 2.06562 -0.292443 0.188865 0.189287
10550 2.58316 1.73058 1.95959 -0.3364 0.132725 0.0566307
10600 2.72914 1.48789 1.84711 -0.366158 0.101677 -0.0261099
10650 2.65866 1.35754 1.86203 -0.453067 0.114918 0.111459
10700 2.87881 1.5822 1.73623 -0.439666 0.0501073 0.0438386
10750 3.10848 1.45434 1.34585 -0.547669 0.0781445 0.139716
10800 2.9107 1.5758 1.23403 -0.518532 0.22593 0.121878
10850 2.50082 1.62996 1.43255 -0.559853 0.11936 0.0138271
