# Time-averaged data for fix fxpress
# TimeStep c_computePress[1] c_computePress[2] c_computePress[3] c_computePress[4] c_computePress[5] c_computePress[6]
0 165.463 4.02306 3.09142 -3.37468 -0.308999 0.138267
50 164.994 3.84075 2.94495 -3.35186 -0.194343 -0.0959785
100 165.625 3.87642 2.84359 -3.62591 -0.198015 -0.140082
150 165.245 4.07449 2.909 -3.5987 -0.0642281 -0.097926
200 166.208 3.67157 2.5517 -3.8342 -0.0442993 -0.0595845
250 164.443 4.00597 2.40169 -4.0834 -0.39009 -0.0281311
300 167.174 4.07254 3.00678 -3.85233 -0.520465 -0.0672101
350 168.232 3.8326 3.22711 -3.4833 -0.183898 -0.0766991
400 169.217 4.00187 3.45798 -3.50423 -0.0937334 0.0671806
450 171.059 4.19834 3.65614 -3.89323 -0.356274 0.193098
500 170.559 3.93347 3.66483 -3.82984 -0.173765 -0.103426
550 171.541 4.07089 3.58137 -3.85707 -0.294717 -0.0882287
600 170.807 4.62709 3.67908 -4.01627 0.0226575 -0.0114391
650 169.81 5.40587 3.82754 -4.09138 0.160937 -0.195738
700 171.422 5.13031 3.90494 -4.03132 -0.11344 -0.0790969
750 170.006 4.87957 4.06117 -3.96987 -0.526835 0.0423978
800 166.576 4.57472 3.58165 -3.64027 -0.5232 0.0335111
850 166.492 5.29479 3.5425 -3.81297 -0.205257 -0.0424366
900 165.97 5.03101 3.40053 -4.04453 -0.213353 0.157409
950 167.364 4.98928 3.50291 -3.92739 -0.45148 0.0669983
1000 167.052 4.98493 3.17014 -4.31045 -0.366608 -0.249237
1050 167.178 5.07293 3.40948 -4.10683 -0.361368 0.0759613
1100 166.505 4.12881 3.46741 -3.69684 0.200863 0.0437404
1150 165.198 4.16323 3.08841 -3.79261 -0.0939833 0.0102287
1200 163.499 4.04923 3.23377 -4.02605 0.0751864 0.00353484
1250 165.947 4.23339 2.9061 -4.74033 0.22635 -0.190637
1300 166.321 3.96818 2.98796 -4.35567 0.084179 0.0807376
1350 169.106 4.32148 3.01675 -4.44932 0.0963129 0.157622
1400 170.18 4.14892 3.07112 -4.03812 0.255172 0.10502
1450 170.567 4.21923 3.43959 -4.10072 -0.042751 0.241176
1500 170.348 4.20492 3.49027 -4.11197 -0.147472 -0.0396763
1550 169.872 4.36096 3.2879 -3.74688 -0.199251 -0.179681
1600 167.817 3.76848 3.07472 -3.54918 -0.264916 -0.0125077
1650 168.282 4.05767 3.14435 -3.72876 -0.222214 0.0289865
1700 166.666 4.37187 2.96701 -3.7385 0.146328 -0.231441
1750 166.886 4.35573 3.02191 -3.76557 0.219557 -0.254121
1800 166.191 3.94425 2.85225 -3.84943 0.0204296 -0.123539
1850 167.839 4.27494 3.15896 -4.21335 0.0193274 -0.137196
1900 166.969 4.60723 3.41786 -4.14775 0.128028 -0.292355
1950 164.85 4.84173 3.5344 -3.69066 0.197684 -0.488406
2000 166.032 4.45033 3.26868 -3.59233 0.136105 -0.259899
2050 167.167 4.12848 3.17984 -3.70529 -0.0566157 0.0338496
2100 167.284 4.11277 3.1651 -3.91437 -0.412093 0.0461034
2150 167.735 4.16324 3.04292 -3.71544 -0.293768 0.131723
2200 167.978 4.48974 2.78401 -3.64791 -0.0402871 -0.0644531
2250 168.189 4.19885 3.71889 -3.42506 -0.0441761 0.117158
2300 169.193 4.44566 3.33724 -3.94888 -0.058339 0.103339
2350 168.068 4.15972 3.14021 -3.91676 -0.0915224 -0.0514351
2400 168.212 3.62959 3.14091 -3.92012 -0.487228 0.208883
2450 169.065 3.86468 3.13934 -4.13576 -0.232355 0.0454702
2500 170.579 3.78618 3.00591 -4.04586 -0.219375 0.0386207
2550 170.71 4.20171 2.89851 -3.991 -0.243895 0.146004
2600 171.127 4.42715 3.10726 -4.57532 -0.2021 0.0938464
2650 171.184 4.73163 3.25506 -4.96488 -0.501312 0.302831
2700 168.493 4.6513 3.41314 -4.0018 -0.368755 0.393961
2750 172.224 4.16238 3.05797 -3.9211 -0.100391 0.2348
2800 172.571 4.01376 3.07289 -3.86133 -0.0390492 0.266247
2850 171.742 3.96633 2.93807 -3.62395 0.022217 0.182107
2900 173.071 3.36389 2.87883 -3.36436 0.00399354 0.0409859
2950 172.051 3.70337 2.98571 -3.48917 -0.1709 -0.076907
3000 172.517 3.61621 3.1384 -3.52183 -0.379566 -0.0179357
3050 171.82 3.96993 3.47796 -3.55684 -0.653605 -0.0485667
3100 171.88 4.84074 3.1929 -3.97086 -0.562359 0.304605
3150 170.544 4.68428 2.93021 -4.14672 -0.160368 -0.0282406
3200 171.805 4.36191 2.65595 -4.09157 0.18522 -0.0689566
3250 172.666 4.23645 2.92817 -4.24074 -0.0653387 0.152277
3300 172.63 4.03271 3.03432 -4.12775 -0.0513777 0.218042
3350 172.664 4.31246 2.90635 -3.94408 0.30924 0.0707152
3400 172.413 4.6316 3.00336 -3.69426 -0.148866 0.0812873
3450 171.127 4.66818 3.18253 -3.79548 -0.0404989 -0.15146
3500 169.773 4.59962 3.14023 -3.62775 -0.17816 -0.104729
3550 171.473 4.49893 3.25763 -3.74683 0.0144538 -0.301649
3600 170.691 4.41129 2.86264 -3.38375 -0.10353 0.104419
3650 170.718 4.39309 3.23236 -3.44013 0.0954563 -0.0239821
3700 169.31 4.31384 3.2412 -3.68642 0.0810365 -0.485727
3750 170.623 4.04297 2.94497 -3.6348 0.0176613 -0.273792
3800 170.635 4.15923 3.06231 -3.52987 0.0152549 0.08136
3850 168.921 4.37138 3.0687 -3.86315 0.0916032 0.0619249
3900 169.641 4.05036 3.11042 -3.37348 0.511494 -0.213542
3950 169.05 4.11602 2.66357 -3.4257 0.578079 -0.411196
4000 168.799 3.74361 2.61286 -3.4325 0.269567 -0.207236
4050 169.069 3.61649 2.75733 -3.37536 0.386945 -0.135837
4100 170.512 4.15545 2.69203 -3.76445 0.241938 0.147424
4150 170.821 4.33267 2.35099 -3.61658 0.167042 -0.0737168
4200 170.396 4.53976 2.88512 -3.89872 0.154887 -0.0762644
4250 170.097 4.75265 3.07952 -4.01848 0.279933 -0.314552
4300 168.588 4.5535 3.07912 -3.68927 0.290898 -0.393293
4350 170.905 5.38203 3.45585 -4.23371 0.0344264 -0.165065
4400 172.19 4.71222 3.50012 -3.95869 -0.420732 -0.114114
4450 172.043 4.31207 3.22949 -3.69967 -0.199603 -0.0143123
4500 171.8 3.95983 3.10504 -3.5641 0.225896 0.0837891
4550 170.361 4.06124 2.87838 -3.63227 0.102185 0.147771
4600 169.904 3.63947 2.74593 -3.39521 -0.0713733 0.0178177
4650 171.69 3.60814 2.76387 -3.52071 0.0405077 0.0252907
4700 172.573 4.05169 2.75994 -3.74631 -0.204682 0.0823267
4750 171.262 4.12962 2.89405 -3.38484 -0.0766741 0.0640956
4800 171.396 4.31811 2.99986 -3.38411 0.221373 0.0862583
4850 170.154 4.57305 3.43959 -3.20333 0.048809 0.164669
4900 170.761 4.39045 3.76836 -3.39387 -0.396398 0.313589
4950 172.921 4.46876 3.4957 -3.86124 -0.0197944 0.137505
5000 172.477 4.33404 3.26282 -3.9713 -0.129347 0.0252038
5050 171.818 5.02337 3.70426 -4.26736 0.393508 -0.207999
5100 171.361 4.64202 3.75549 -4.44702 -0.275128 0.294147
5150 171.357 4.14886 3.55408 -4.50071 -0.416514 0.455129
5200 171.336 4.17593 2.93886 -4.42569 0.0880408 0.0349501
5250 171.848 4.42193 3.34452 -4.30423 0.144949 -0.226577
5300 171.545 4.93245 2.90892 -4.12971 0.0634495 -0.0376564
5350 169.55 4.69343 3.06439 -3.76906 0.240905 0.155057
5400 169.184 4.90709 3.5998 -3.79119 0.0308831 -0.162494
5450 168.615 4.44617 3.47348 -3.17306 -0.028426 -0.208402
5500 166.859 3.9275 2.76693 -3.20977 -0.240831 0.0169086
5550 167.222 4.07214 2.64348 -3.46287 -0.152405 -0.0499986
5600 167.43 4.28474 2.52567 -3.70189 -0.326174 -0.0463253
5650 166.704 4.77694 3.15116 -3.7303 -0.126349 -0.0235364
5700 167.052 4.82652 3.56491 -3.84968 0.113152 -0.0802967
5750 166.096 4.61749 3.53018 -3.58562 -0.0622115 -0.0488712
5800 166.805 4.08183 3.2753 -3.43536 -0.165332 0.126082
5850 166.245 3.65035 3.13213 -3.42339 -0.190612 -0.114875
5900 167.724 3.83998 3.00053 -3.64782 -0.168675 -0.217771
5950 169.112 3.94436 2.52237 -3.64055 -0.00801056 -0.229601
6000 169.576 4.09079 2.81491 -3.77776 0.0838276 -0.186973
6050 168.903 4.37856 2.94021 -3.79336 0.267665 -0.0729469
6100 167.994 3.69058 3.11603 -3.48855 0.150336 -0.095315
6150 169.441 3.57805 2.9108 -3.69638 0.223245 -0.0634158
6200 170.858 3.65506 2.93948 -3.78546 0.303378 0.00843726
6250 169.471 4.35529 3.75152 -3.79563 0.0490019 -0.170702
6300 167.941 3.9329 2.96334 -4.03884 0.349551 -0.179051
6350 168.251 3.84854 2.65418 -4.51566 0.0537098 -0.313577
6400 168.029 4.0715 2.68903 -4.34087 0.0909972 -0.238187
6450 169.177 4.54616 2.67018 -4.33614 0.125407 -0.0760998
6500 168.17 4.14099 2.94332 -3.62205 0.137258 0.0639876
6550 169.328 4.28798 3.44711 -3.41436 0.329417 0.010027
6600 169.377 4.17199 3.24301 -3.30162 0.1378 -0.180285
6650 169.185 4.14446 2.99281 -2.96331 0.0189387 -0.0894558
6700 169.931 4.01906 2.8767 -2.6096 -0.160037 0.0434508
6750 170.553 4.52877 2.85734 -3.44594 -0.496952 0.265691
6800 169.746 4.43447 3.0902 -3.83712 -0.451232 0.277229
6850 169.161 4.04006 3.3597 -3.557 -0.0831862 -0.117019
6900 169.12 4.31774 3.33522 -3.54667 -0.0604105 -0.033972
6950 168.05 4.30887 3.17681 -3.38502 0.144561 0.23037
7000 171.986 3.79626 2.94161 -3.35514 0.377902 0.159114
7050 170.71 3.81949 3.10053 -3.83457 0.164467 -0.0615582
7100 170.736 3.89791 3.20004 -3.99171 0.528488 0.0393675
7150 168.379 4.25645 3.06113 -4.01843 0.622244 0.0982872
7200 169.323 3.92019 3.12956 -3.95952 0.0686241 0.00166537
7250 169.8 3.82371 2.99374 -4.0111 -0.050898 -0.00229621
7300 169.891 3.81273 2.8821 -3.89876 0.0883926 0.225382
7350 170.913 4.1254 3.29053 -4.00339 0.318057 0.199314
7400 170.231 4.30077 3.46622 -3.96553 -0.00451541 0.0924893
7450 170.456 4.16816 3.90871 -3.7903 0.0879211 0.138243
7500 169.688 4.43039 3.52686 -3.57539 0.434031 -0.254438
7550 170.912 4.11327 3.38257 -3.28079 0.474533 -0.364357
7600 170.762 4.83487 3.72987 -3.02987 0.331865 -0.281429
7650 170.642 4.64386 3.34265 -3.19027 0.00794873 -0.00407923
7700 170.505 3.79433 3.13951 -3.37029 0.284106 -0.232696
7750 169.79 3.92919 3.30355 -3.43565 0.241315 -0.160336
7800 169.483 4.14202 2.9867 -3.51103 -0.0655792 0.218827
7850 168.817 3.79088 2.97326 -3.27361 -0.136627 -0.099701
7900 168.598 4.05465 3.18859 -3.38058 -0.177175 -0.102725
7950 169.001 4.53732 3.48301 -3.63689 -0.183743 -0.222363
8000 170.032 4.58136 3.56103 -4.08957 0.104612 -0.169683
8050 169.358 5.62894 3.44828 -4.2564 0.132053 0.0926653
8100 167.323 5.47915 3.03833 -3.95507 0.269621 -0.13136
8150 167.476 4.6903 3.02079 -3.51064 0.169911 -0.0230922
8200 168.436 4.62163 3.19457 -3.77203 0.157374 -0.040946
8250 169.678 4.52996 3.46272 -3.91461 0.155949 0.0484381
8300 169.205 3.77188 3.61981 -3.90172 0.409142 0.0280183
8350 168.388 4.02898 3.4202 -3.89723 0.361539 0.158237
8400 168.709 4.38736 3.27 -3.64928 0.250754 0.0575537
8450 169.266 4.22557 3.05405 -3.30404 0.608555 -0.225105
8500 167.057 3.96714 3.00663 -3.31563 0.695858 -0.0998252
8550 167.45 4.17168 3.39354 -3.64575 0.21915 -0.183934
8600 168.794 4.00866 3.26068 -3.76329 0.0530769 -0.157531
8650 167.625 3.81866 3.62947 -3.72868 0.179761 -0.44544
