# Time-averaged data for fix fxpress
# TimeStep c_computePress[1] c_computePress[2] c_computePress[3] c_computePress[4] c_computePress[5] c_computePress[6]
0 39.8488 2.83509 2.15783 -2.27924 0.04628 -0.0120473
50 40.187 3.11873 2.20397 -2.25791 0.0299794 -0.00967313
100 40.3366 3.09758 2.70626 -2.00862 -0.170741 -0.124958
150 40.8682 2.94408 2.51975 -1.83385 -0.0313561 -0.284152
200 40.9837 2.87464 2.4908 -1.76402 -0.0815498 -0.195855
250 40.6985 2.49695 2.08644 -1.77516 0.261581 -0.219331
300 40.7281 2.21815 1.65974 -1.96061 -0.00198861 -0.0716434
350 40.3288 2.39499 1.66001 -1.92387 0.0688663 -0.0845385
400 39.7905 2.18769 1.68299 -1.68418 0.240334 -0.262023
450 39.5163 1.96403 1.48611 -1.74744 0.312868 -0.068951
500 39.6959 1.86483 1.59168 -2.0211 0.261493 0.0272842
550 39.5707 1.95976 2.06466 -1.99197 0.41087 -0.0936128
600 39.6343 2.09975 2.06531 -2.0016 0.547831 -0.263229
650 39.5952 2.18892 1.90408 -2.0192 0.265065 -0.183529
700 40.3275 2.30697 2.04434 -2.16746 0.176952 -0.249003
750 40.5087 2.4543 2.32254 -2.23394 0.0536937 -0.364902
800 40.8673 2.75264 2.06617 -2.50665 0.165697 -0.35083
850 40.7196 2.6567 2.08973 -2.63428 0.160013 -0.201848
900 41.4098 2.77045 2.13638 -2.87726 0.205579 -0.190192
950 41.5124 2.85596 2.12606 -2.70019 -0.0177686 0.0497398
1000 41.2012 2.28375 2.17546 -2.23801 -0.148846 0.0599447
1050 41.0628 2.11452 1.75001 -2.03316 -0.296295 0.0130701
1100 40.7183 2.2158 1.55256 -2.04103 -0.199861 0.15943
1150 40.334 2.22416 1.45746 -2.09514 -0.354039 0.44709
1200 40.3263 2.14259 1.75821 -2.10143 -0.351289 0.330376
1250 40.6717 2.39138 2.02131 -2.29731 -0.141181 0.171425
1300 41.7029 2.46248 2.41406 -2.34677 0.0229472 -0.0996881
1350 41.3616 2.38307 2.52463 -1.86831 -0.137978 -0.153105
1400 41.3405 2.85207 2.46734 -1.94756 -0.0718458 -0.137059
1450 40.9519 2.77717 1.90413 -2.13302 -0.00584639 -0.0189103
1500 41.2127 2.72647 1.86105 -2.16848 0.0220915 0.0323302
1550 40.7538 2.24935 2.00781 -1.87364 0.165539 0.0248121
1600 40.9093 2.43019 2.31435 -2.11113 0.0606376 -0.0553174
1650 40.8532 2.60029 2.06448 -2.09641 -0.031363 -0.0415815
1700 40.9958 2.62059 1.9445 -1.97003 -0.0173492 0.0369397
1750 41.351 2.82568 2.43442 -2.05378 0.121057 0.00556022
1800 40.4776 2.6425 2.68581 -2.06502 -0.000715099 -0.0552273
1850 40.4025 2.61901 2.23003 -2.29433 -0.0956614 0.0963942
1900 40.736 2.97715 2.20229 -2.44802 -0.0939363 0.149963
1950 41.204 2.62275 2.55556 -2.55161 0.140851 -0.136667
