# Time-averaged data for fix fxpress
# TimeStep c_computePress[1] c_computePress[2] c_computePress[3] c_computePress[4] c_computePress[5] c_computePress[6]
0 1.80961 1.53291 1.16929 -0.0785963 -0.0754106 -0.347265
50 2.00501 1.52223 1.1859 -0.0424311 -0.119807 -0.234548
100 1.6486 1.62477 1.514 0.100957 -0.0125022 -0.246521
150 1.5247 1.57712 1.65493 0.172464 0.00626269 -0.0850325
200 1.7509 1.59845 1.69874 0.182053 0.00242506 -0.0604138
250 1.3384 1.68558 1.74115 0.0757223 0.153938 -0.0909935
300 1.25544 1.47479 1.63336 -0.0237996 0.12959 0.0571504
350 1.51421 1.45993 1.791 -0.0403983 -0.0657559 0.044277
400 1.51496 1.47993 1.46456 -0.207881 0.0583037 0.0560213
450 1.73593 1.61794 1.28556 0.0420572 0.0950002 0.0673013
500 1.97575 1.77279 1.6298 0.182559 0.127541 0.0571383
550 1.75461 1.67968 1.4771 0.170801 -0.0807818 0.0104854
600 1.76827 1.80358 1.42529 -0.052029 -0.130942 0.167378
650 1.75628 1.69766 1.65894 -0.214794 -0.238507 0.104987
700 1.89267 1.81436 1.77239 -0.13949 -0.122969 0.0279459
750 1.90225 1.89516 1.92915 -0.242631 -0.0138415 -0.0179877
800 1.63987 1.85135 1.81005 -0.126304 -0.013926 0.124715
850 1.62378 1.69673 1.44173 -0.121323 -0.0139946 0.074449
900 1.40817 1.71379 1.68715 -0.242644 -0.090965 0.185442
950 1.60236 1.44355 1.56325 -0.256053 0.015908 -0.0977119
1000 1.52389 1.39055 1.44073 -0.0439311 0.181634 0.0324695
1050 1.46104 1.54699 1.53023 -0.0669497 0.393741 -0.0946327
1100 1.7913 1.41746 1.50681 0.0389283 0.343169 -0.0474393
1150 1.87059 1.112 1.47227 0.111831 0.159212 -0.0676753
1200 1.73201 1.29744 1.56484 0.0767539 0.087337 0.0268584
1250 1.65306 1.34273 1.59758 0.116791 0.133055 -0.0106592
1300 1.52888 1.63727 1.35619 -0.086714 -0.136328 -0.248558
1350 1.77242 2.01982 1.63397 -0.013779 0.152207 0.0487021
1400 1.9949 1.80738 1.89381 -0.132734 0.176022 0.256497
1450 1.74926 1.58555 1.80746 0.00320171 0.378988 -0.0175991
1500 1.9325 1.96232 2.02541 -0.0496545 0.385336 -0.189157
1550 1.7108 1.83257 1.9505 -0.182358 0.0446272 0.0930997
1600 1.63181 1.61196 1.8885 0.0937612 -0.149759 -0.0381126
1650 1.77778 1.58534 1.95719 0.0215845 -0.112099 0.0158927
1700 1.45871 1.91182 2.05019 0.0993956 -0.228506 0.00834601
1750 1.48456 1.78005 1.68783 -0.258812 -0.126561 -0.136457
1800 1.73434 1.90583 1.83303 -0.319352 -0.2383 -0.0730751
1850 1.70233 1.87581 1.87415 -0.191197 -0.126201 0.32904
1900 1.41883 1.83167 1.73546 -0.133335 -0.117377 0.113967
1950 1.73333 1.97321 1.50933 -0.105215 -0.107155 -0.0162342
2000 1.71194 1.92201 1.48467 0.019273 0.0156565 0.0379614
2050 1.97924 1.66889 1.5967 0.146259 0.0623032 -0.149338
2100 1.97331 1.81455 1.5432 0.237886 -0.0492636 -0.0633676
2150 1.58145 1.97271 1.332 -0.0121663 0.0140722 0.0792795
2200 1.4223 1.9257 1.39006 -0.0123687 0.0699839 0.172703
2250 1.50535 1.77103 1.71176 -0.120606 -0.0813395 -0.143825
2300 1.31166 1.49608 1.72496 -0.0873083 -0.193925 0.0359341
2350 1.36943 1.6226 1.82171 0.068682 -0.344013 0.0287081
2400 1.37669 1.46102 1.79364 -0.097877 -0.305464 0.0459496
2450 1.52739 1.33098 1.74987 0.0831237 -0.351567 -0.0464619
2500 1.56443 1.42119 1.5321 -0.053997 -0.200335 -0.0610504
2550 1.35209 1.59801 1.78144 -0.161733 -0.252792 0.0653621
2600 1.45489 1.72007 1.78115 -0.271741 -0.422914 -0.0537778
2650 1.50695 1.79515 1.64408 -0.0848594 -0.366696 -0.131178
2700 1.73812 1.94929 1.64935 -0.0102861 -0.36242 -0.121189
2750 1.69497 1.84419 1.51187 -0.175132 -0.268275 0.124053
2800 2.02558 1.8503 1.79534 -0.159004 -0.217708 0.222353
2850 2.23173 1.67322 1.98566 0.14488 0.0191515 0.00112188
2900 1.67937 1.35405 1.71725 -0.0341472 0.28234 0.0712747
2950 2.0339 1.58048 2.26097 -0.217361 0.11105 0.295256
3000 1.91688 1.74277 1.96703 -0.17824 -0.207858 0.181563
3050 1.52918 2.09132 1.87536 -0.268763 -0.208434 -0.013851
3100 1.4228 2.07188 1.64984 -0.1215 0.0183826 0.185102
3150 1.61235 1.87494 1.55051 0.0460058 -0.124884 0.211972
3200 1.17872 1.83541 1.45796 -0.0554115 0.0397646 0.188952
3250 1.24239 1.78117 1.4714 0.100684 0.0294766 0.164336
3300 1.36534 1.66367 1.74567 -0.0882655 0.0510321 0.294616
3350 1.40783 1.40964 1.49175 -0.122313 -0.0303411 0.170165
